UNIFAC_parameters

-type
  classic
  
-list_of_main_groups
  18  17  320.0     0.0  0.0  -325.0    0.0  0.0
  18  18  0.0       0.0  0.0  0.0       0.0  0.0
  18  20  -48.06    0.0  0.0  152.81    0.0  0.0
  18  21  42.37     0.0  0.0  21.98     0.0  0.0
  18  22  -422.83   0.0  0.0  -303.2    0.0  0.0
  18  23  -6.29     0.0  0.0  169.58    0.0  0.0
  18  24  312.83    0.0  0.0  51.4      0.0  0.0
  18  28  8.34      0.0  0.0  68.2      0.0  0.0
  18  31  2.78      0.0  0.0  170.67    0.0  0.0
  18  34  31.72     0.0  0.0  452.16    0.0  0.0
  19  0   7.3       0.0  0.0  113.08    0.0  0.0
  19  4   692.83    0.0  0.0  -32.26    0.0  0.0
  19  19  0.0       0.0  0.0  0.0       0.0  0.0
  19  22  197.09    0.0  0.0  -387.93   0.0  0.0
  19  28  351.68    0.0  0.0  381.03    0.0  0.0
  19  34  116.34    0.0  0.0  -253.06   0.0  0.0
  20  0   43.97     0.0  0.0  5.93      0.0  0.0
  20  1   -78.63    0.0  0.0  -59.83    0.0  0.0
  20  2   56.32     0.0  0.0  -78.98    0.0  0.0
  20  3   435.31    0.0  0.0  -295.03   0.0  0.0
  20  4   815.25    0.0  0.0  -167.06   0.0  0.0
  20  8   -106.53   0.0  0.0  34.65     0.0  0.0
  20  18  152.81    0.0  0.0  -48.06    0.0  0.0
  20  20  0.0       0.0  0.0  0.0       0.0  0.0
  20  28  -107.01   0.0  0.0  747.56    0.0  0.0
  20  34  97.97     0.0  0.0  292.01    0.0  0.0
  21  0   83.18     0.0  0.0  -65.19    0.0  0.0
  21  1   180.78    0.0  0.0  -140.49   0.0  0.0
  21  4   1103.29   0.0  0.0  130.86    0.0  0.0
  21  8   339.29    0.0  0.0  12.43     0.0  0.0
  21  17  491.48    0.0  0.0  47.1      0.0  0.0
  21  18  21.98     0.0  0.0  42.37     0.0  0.0
  21  21  0.0       0.0  0.0  0.0       0.0  0.0
  21  23  424.88    0.0  0.0  -1.21     0.0  0.0
  22  0   -174.26   0.0  0.0  -374.91   0.0  0.0
  22  2   -403.0    0.0  0.0  -366.52   0.0  0.0
  22  3   -386.39   0.0  0.0  612.33    0.0  0.0
  22  4   61.34     0.0  0.0  -398.34   0.0  0.0
  22  18  -303.2    0.0  0.0  -422.83   0.0  0.0
  22  19  -387.93   0.0  0.0  197.09    0.0  0.0
  22  22  0.0       0.0  0.0  0.0       0.0  0.0
  22  27  549.56    0.0  0.0  -224.11   0.0  0.0
  22  34  -337.83   0.0  0.0  -775.83   0.0  0.0
  23  0   54.7      0.0  0.0  548.98    0.0  0.0
  23  1   -39.26    0.0  0.0  638.84    0.0  0.0
  23  2   -81.21    0.0  0.0  293.61    0.0  0.0
  23  4   -769.31   0.0  0.0  -1084.97  0.0  0.0
  23  5   335.01    0.0  0.0  56.18     0.0  0.0
  23  8   738.88    0.0  0.0  -403.26   0.0  0.0
  23  18  169.58    0.0  0.0  -6.29     0.0  0.0
  23  21  -1.21     0.0  0.0  424.88    0.0  0.0
  23  23  0.0       0.0  0.0  0.0       0.0  0.0
  24  0   351.75    0.0  0.0  443.15    0.0  0.0
  24  1   -118.72   0.0  0.0  451.56    0.0  0.0
  24  2   274.44    0.0  0.0  150.41    0.0  0.0
  24  3   270.92    0.0  0.0  -42.91    0.0  0.0
  24  18  51.4      0.0  0.0  312.83    0.0  0.0
  24  24  0.0       0.0  0.0  0.0       0.0  0.0
  25  0   61.57     0.0  0.0  294.44    0.0  0.0
  25  2   -86.42    0.0  0.0  309.02    0.0  0.0
  25  3   -125.34   0.0  0.0  483.51    0.0  0.0
  25  25  0.0       0.0  0.0  0.0       0.0  0.0
  26  0   900.0     0.0  0.0  -280.0    0.0  0.0
  26  2   136.52    0.0  0.0  651.82    0.0  0.0
  26  3   56.42     0.0  0.0  531.43    0.0  0.0
  26  26  0.0       0.0  0.0  0.0       0.0  0.0
  27  0   -164.53   0.0  0.0  501.48    0.0  0.0
  27  2   -154.23   0.0  0.0  245.18    0.0  0.0
  27  3   380.94    0.0  0.0  -213.06   0.0  0.0
  27  4   352.02    0.0  0.0  394.47    0.0  0.0
  27  22  -224.11   0.0  0.0  549.56    0.0  0.0
  27  27  0.0       0.0  0.0  0.0       0.0  0.0
  27  34  -657.16   0.0  0.0  191.06    0.0  0.0
  28  0   132.01    0.0  0.0  117.16    0.0  0.0
  28  1   -216.0    0.0  0.0  564.01    0.0  0.0
  28  2   -65.53    0.0  0.0  72.99     0.0  0.0
  28  3   315.49    0.0  0.0  -252.99   0.0  0.0
  28  4   430.6     0.0  0.0  598.7     0.0  0.0
  28  8   -164.81   0.0  0.0  389.73    0.0  0.0
  28  12  -409.08   0.0  0.0  622.67    0.0  0.0
  28  18  68.2      0.0  0.0  8.34      0.0  0.0
  28  19  381.03    0.0  0.0  351.68    0.0  0.0
  28  20  747.56    0.0  0.0  -107.01   0.0  0.0
